-8.95	-0.85	0.0006748
-8.95	-0.75	0.00069099
-8.95	-0.65	0.00070548
-8.95	-0.55	0.00071816
-8.95	-0.45	0.0007289
-8.95	-0.35	0.00073761
-8.95	-0.25	0.00074421
-8.95	-0.15	0.00074865
-8.95	-0.05	0.00075087
-8.95	0.05	0.00075087
-8.95	0.15	0.00074865
-8.95	0.25	0.00074421
-8.95	0.35	0.00073761
-8.95	0.45	0.0007289
-8.95	0.55	0.00071816
-8.95	0.65	0.00070548
-8.95	0.75	0.00069099
-8.95	0.85	0.0006748
-8.85	-1.55	0.00068487
-8.85	-1.45	0.00071603
-8.85	-1.35	0.00074643
-8.85	-1.25	0.00077584
-8.85	-1.15	0.00080406
-8.85	-1.05	0.00083085
-8.85	-0.95	0.00085601
-8.85	-0.85	0.00087932
-8.85	-0.75	0.00090059
-8.85	-0.65	0.00091964
-8.85	-0.55	0.00093629
-8.85	-0.45	0.00095041
-8.85	-0.35	0.00096186
-8.85	-0.25	0.00097054
-8.85	-0.15	0.00097638
-8.85	-0.05	0.00097931
-8.85	0.05	0.00097931
-8.85	0.15	0.00097638
-8.85	0.25	0.00097054
-8.85	0.35	0.00096186
-8.85	0.45	0.00095041
-8.85	0.55	0.00093629
-8.85	0.65	0.00091964
-8.85	0.75	0.00090059
-8.85	0.85	0.00087932
-8.85	0.95	0.00085601
-8.85	1.05	0.00083085
-8.85	1.15	0.00080406
-8.85	1.25	0.00077584
-8.85	1.35	0.00074643
-8.85	1.45	0.00071603
-8.85	1.55	0.00068487
-8.75	-2.05	0.00068083
-8.75	-1.95	0.00072243
-8.75	-1.85	0.00076439
-8.75	-1.75	0.00080646
-8.75	-1.65	0.00084838
-8.75	-1.55	0.00088989
-8.75	-1.45	0.00093071
-8.75	-1.35	0.00097054
-8.75	-1.25	0.0010091
-8.75	-1.15	0.0010461
-8.75	-1.05	0.0010812
-8.75	-0.95	0.0011143
-8.75	-0.85	0.0011448
-8.75	-0.75	0.0011728
-8.75	-0.65	0.0011978
-8.75	-0.55	0.0012196
-8.75	-0.45	0.0012382
-8.75	-0.35	0.0012532
-8.75	-0.25	0.0012646
-8.75	-0.15	0.0012722
-8.75	-0.05	0.0012761
-8.75	0.05	0.0012761
-8.75	0.15	0.0012722
-8.75	0.25	0.0012646
-8.75	0.35	0.0012532
-8.75	0.45	0.0012382
-8.75	0.55	0.0012196
-8.75	0.65	0.0011978
-8.75	0.75	0.0011728
-8.75	0.85	0.0011448
-8.75	0.95	0.0011143
-8.75	1.05	0.0010812
-8.75	1.15	0.0010461
-8.75	1.25	0.0010091
-8.75	1.35	0.00097054
-8.75	1.45	0.00093071
-8.75	1.55	0.00088989
-8.75	1.65	0.00084838
-8.75	1.75	0.00080646
-8.75	1.85	0.00076439
-8.75	1.95	0.00072243
-8.75	2.05	0.00068083
-8.65	-2.45	0.0006748
-8.65	-2.35	0.00072458
-8.65	-2.25	0.00077584
-8.65	-2.15	0.00082838
-8.65	-2.05	0.00088195
-8.65	-1.95	0.00093629
-8.65	-1.85	0.00099112
-8.65	-1.75	0.0010461
-8.65	-1.65	0.0011009
