0    1    139.31205556    107.65142485
1    2    107.65142485    102.32395353
2    3    102.32395353    97.961637591
3    4    97.961637591    93.918671596
4    5    93.918671596    90.076443285
5    6    90.076443285    86.442844826
6    7    86.442844826    82.977417919
7    8    82.977417919    79.686292113
8    9    79.686292113    76.538771316
9    10    76.538771316    73.550954465
10    11    73.550954465    70.626563564
11    12    70.626563564    67.847753347
12    13    67.847753347    65.194480434
13    14    65.194480434    62.608228749
14    15    62.608228749    60.160314629
15    16    60.160314629    57.795240075
16    17    57.795240075    55.521446731
17    18    55.521446731    53.298461462
18    19    53.298461462    51.209541144
19    20    51.209541144    49.170583467
20    21    49.170583467    47.206140641
21    22    47.206140641    45.307954083
22    23    45.307954083    43.465359398
23    24    43.465359398    41.684630129
24    25    41.684630129    39.976562699
25    26    39.976562699    38.32489429
26    27    38.32489429    36.734610831
27    28    36.734610831    35.191558983
28    29    35.191558983    33.682706882
29    30    33.682706882    32.244249667
30    31    32.244249667    30.856161393
31    32    30.856161393    29.507815816
32    33    29.507815816    28.222233918
33    34    28.222233918    26.966154254
34    35    26.966154254    25.759181732
35    36    25.759181732    24.591734146
36    37    24.591734146    23.472976695
37    38    23.472976695    22.385566354
38    39    22.385566354    21.343461288
39    40    21.343461288    20.34720405
40    41    20.34720405    19.374684286
41    42    19.374684286    18.437954254
42    43    18.437954254    17.528480306
43    44    17.528480306    16.663222632
44    45    16.663222632    15.825845712
45    46    15.825845712    15.017287783
46    47    15.017287783    14.251180091
47    48    14.251180091    13.515067112
48    49    13.515067112    12.804876656
49    50    12.804876656    12.124682341
50    51    12.124682341    11.46708964
51    52    11.46708964    10.844807422
52    53    10.844807422    10.249157717
53    54    10.249157717    9.6748983931
54    55    9.6748983931    9.1265648619
55    56    9.1265648619    8.6003889633
56    57    8.6003889633    8.1015930876
57    58    8.1015930876    7.6226673509
58    59    7.6226673509    7.1623239783
59    60    7.1623239783    6.7295139899
60    61    6.7295139899    6.3183281466
61    62    6.3183281466    5.9189014944
62    63    5.9189014944    5.5438791353
63    64    5.5438791353    5.1849475262
64    65    5.1849475262    4.847833503
65    66    4.847833503    4.531107341
66    67    4.531107341    4.229252929
67    68    4.229252929    3.9426420366
68    69    3.9426420366    3.6722528726
69    70    3.6722528726    3.417157045
70    71    3.417157045    3.1761919461
71    72    3.1761919461    2.9488006302
72    73    2.9488006302    2.7341437096
73    74    2.7341437096    2.5319302427
74    75    2.5319302427    2.3419984015
75    76    2.3419984015    2.1629107889
76    77    2.1629107889    1.9951419243
77    78    1.9951419243    1.8373709084
78    79    1.8373709084    1.6892324646
79    80    1.6892324646    1.5505218265
80    81    1.5505218265    1.4189797902
81    82    1.4189797902    1.2967388929
82    83    1.2967388929    1.1824780609
83    84    1.1824780609    1.0744249825
84    85    1.0744249825    0.97335298409
85    86    0.97335298409    0.8795734334
86    87    0.8795734334    0.79064060735
87    88    0.79064060735    0.70690987106
88    89    0.70690987106    0.62914936196
89    90    0.62914936196    0.55599209082
90    91    0.55599209082    0.48753731071
91    92    0.48753731071    0.42240623826
92    93    0.42240623826    0.36178413372
93    94    0.36178413372    0.30446886508
94    95    0.30446886508    0.25107233962
95    96    0.25107233962    0.20087086442
96    97    0.20087086442    0.15309643634
97    98    0.15309643634    0.106767125
98    99    0.106767125    0.061023389136
