0  1  416  401
1  2  401  391
2  3  391  381
3  4  381  370
4  5  370  359
5  6  359  349
6  7  349  339
7  8  339  329
8  9  329  319
9  10  319  309
10  11  309  300
11  12  300  291
12  13  291  282
13  14  282  273
14  15  273  265
15  16  265  256
16  17  256  248
17  18  248  240
18  19  240  233
19  20  233  225
20  21  225  218
21  22  218  210
22  23  210  204
23  24  204  197
24  25  197  190
25  26  190  184
26  27  184  177
27  28  177  171
28  29  171  165
29  30  165  160
30  31  160  154
31  32  154  148
32  33  148  143
33  34  143  138
34  35  138  133
35  36  133  128
36  37  128  123
37  38  123  118
38  39  118  114
39  40  114  109
40  41  109  105
41  42  105  101
42  43  101  96
43  44  96  92
44  45  92  89
45  46  89  85
46  47  85  81
47  48  81  78
48  49  78  74
49  50  74  71
50  51  71  67
51  52  67  64
52  53  64  61
53  54  61  58
54  55  58  55
55  56  55  53
56  57  53  50
57  58  50  47
58  59  47  45
59  60  45  42
60  61  42  40
61  62  40  38
62  63  38  36
63  64  36  34
64  65  34  32
65  66  32  30
66  67  30  28
67  68  28  26
68  69  26  24
69  70  24  23
