0  1  392  372
1  2  372  360
2  3  360  349
3  4  349  337
4  5  337  327
5  6  327  316
6  7  316  306
7  8  306  296
8  9  296  287
9  10  287  278
10  11  278  269
11  12  269  260
12  13  260  252
13  14  252  244
14  15  244  236
15  16  236  229
16  17  229  222
17  18  222  215
18  19  215  208
19  20  208  201
20  21  201  195
21  22  195  188
22  23  188  182
23  24  182  176
24  25  176  170
25  26  170  164
26  27  164  159
27  28  159  153
28  29  153  148
29  30  148  143
30  31  143  138
31  32  138  133
32  33  133  128
33  34  128  124
34  35  124  119
35  36  119  115
36  37  115  111
37  38  111  106
38  39  106  102
39  40  102  98
40  41  98  95
41  42  95  91
42  43  91  87
43  44  87  84
44  45  84  80
45  46  80  77
46  47  77  74
47  48  74  70
48  49  70  67
49  50  67  64
50  51  64  62
51  52  62  59
52  53  59  56
53  54  56  53
54  55  53  51
55  56  51  48
56  57  48  46
57  58  46  44
58  59  44  41
59  60  41  39
60  61  39  37
61  62  37  35
62  63  35  33
63  64  33  31
64  65  31  29
65  66  29  28
66  67  28  26
67  68  26  24
68  69  24  23
69  70  23  21
