-5.100000     0     0.060334     -0.391003     0.000000     -0.010800     -0.009368     0.000000     0.018736
-5.070000     0     0.060668     -0.393289     0.000000     -0.011061     -0.009579     0.000000     0.019159
-5.040000     0     0.061006     -0.395601     0.000000     -0.011330     -0.009797     0.000000     0.019594
-5.010000     0     0.061348     -0.397940     0.000000     -0.011607     -0.010020     0.000000     0.020041
-4.980000     0     0.061694     -0.400307     0.000000     -0.011893     -0.010250     0.000000     0.020500
-4.950000     0     0.062044     -0.402701     0.000000     -0.012187     -0.010486     0.000000     0.020973
-4.920000     0     0.062398     -0.405124     0.000000     -0.012490     -0.010729     0.000000     0.021458
-4.890000     0     0.062756     -0.407575     0.000000     -0.012803     -0.010979     0.000000     0.021958
-4.860000     0     0.063119     -0.410055     0.000000     -0.013125     -0.011236     0.000000     0.022472
-4.830000     0     0.063485     -0.412565     0.000000     -0.013457     -0.011500     0.000000     0.023000
-4.800000     0     0.063856     -0.415106     0.000000     -0.013800     -0.011772     0.000000     0.023544
-4.770000     0     0.064231     -0.417677     0.000000     -0.014154     -0.012051     0.000000     0.024103
-4.740000     0     0.064611     -0.420279     0.000000     -0.014519     -0.012339     0.000000     0.024678
-4.710000     0     0.064996     -0.422913     0.000000     -0.014895     -0.012635     0.000000     0.025271
-4.680000     0     0.065385     -0.425580     0.000000     -0.015284     -0.012940     0.000000     0.025880
-4.650000     0     0.065779     -0.428279     0.000000     -0.015685     -0.013254     0.000000     0.026508
-4.620000     0     0.066178     -0.431012     0.000000     -0.016099     -0.013577     0.000000     0.027154
-4.590000     0     0.066582     -0.433780     0.000000     -0.016527     -0.013910     0.000000     0.027819
-4.560000     0     0.066990     -0.436582     0.000000     -0.016969     -0.014252     0.000000     0.028505
-4.530000     0     0.067404     -0.439419     0.000000     -0.017425     -0.014605     0.000000     0.029210
-4.500000     0     0.067824     -0.442292     0.000000     -0.017897     -0.014969     0.000000     0.029937
-4.470000     0     0.068248     -0.445203     0.000000     -0.018384     -0.015343     0.000000     0.030687
-4.440000     0     0.068679     -0.448150     0.000000     -0.018888     -0.015729     0.000000     0.031458
-4.410000     0     0.069114     -0.451135     0.000000     -0.019409     -0.016127     0.000000     0.032254
-4.380000     0     0.069556     -0.454160     0.000000     -0.019948     -0.016537     0.000000     0.033074
-4.350000     0     0.070003     -0.457223     0.000000     -0.020505     -0.016959     0.000000     0.033919
-4.320000     0     0.070456     -0.460327     0.000000     -0.021081     -0.017395     0.000000     0.034790
-4.290000     0     0.070915     -0.463472     0.000000     -0.021677     -0.017844     0.000000     0.035688
-4.260000     0     0.071381     -0.466658     0.000000     -0.022294     -0.018307     0.000000     0.036615
-4.230000     0     0.071853     -0.469887     0.000000     -0.022933     -0.018785     0.000000     0.037571
-4.200000     0     0.072331     -0.473159     0.000000     -0.023594     -0.019278     0.000000     0.038556
-4.170000     0     0.072816     -0.476475     0.000000     -0.024279     -0.019787     0.000000     0.039573
-4.140000     0     0.073307     -0.479836     0.000000     -0.024988     -0.020311     0.000000     0.040623
-4.110000     0     0.073806     -0.483243     0.000000     -0.025723     -0.020853     0.000000     0.041706
-4.080000     0     0.074311     -0.486696     0.000000     -0.026484     -0.021412     0.000000     0.042824
-4.050000     0     0.074824     -0.490197     0.000000     -0.027273     -0.021989     0.000000     0.043978
-4.020000     0     0.075344     -0.493746     0.000000     -0.028090     -0.022584     0.000000     0.045169
-3.990000     0     0.075872     -0.497344     0.000000     -0.028938     -0.023200     0.000000     0.046399
-3.960000     0     0.076407     -0.500992     0.000000     -0.029817     -0.023835     0.000000     0.047669
-3.930000     0     0.076950     -0.504692     0.000000     -0.030729     -0.024491     0.000000     0.048981
-3.900000     0     0.077502     -0.508444     0.000000     -0.031675     -0.025168     0.000000     0.050337
-3.870000     0     0.078061     -0.512249     0.000000     -0.032656     -0.025869     0.000000     0.051737
-3.840000     0     0.078629     -0.516108     0.000000     -0.033675     -0.026592     0.000000     0.053184
-3.810000     0     0.079206     -0.520022     0.000000     -0.034733     -0.027339     0.000000     0.054679
-3.780000     0     0.079791     -0.523992     0.000000     -0.035831     -0.028112     0.000000     0.056224
-3.750000     0     0.080386     -0.528020     0.000000     -0.036971     -0.028911     0.000000     0.057821
-3.720000     0     0.080990     -0.532106     0.000000     -0.038156     -0.029736     0.000000     0.059472
-3.690000     0     0.081603     -0.536251     0.000000     -0.039386     -0.030590     0.000000     0.061179
-3.660000     0     0.082227     -0.540458     0.000000     -0.040665     -0.031472     0.000000     0.062944
-3.630000     0     0.082860     -0.544725     0.000000     -0.041994     -0.032385     0.000000     0.064770
-3.600000     0     0.083503     -0.549056     0.000000     -0.043376     -0.033329     0.000000     0.066658
-3.570000     0     0.084157     -0.553451     0.000000     -0.044813     -0.034305     0.000000     0.068610
-3.540000     0     0.084822     -0.557911     0.000000     -0.046308     -0.035315     0.000000     0.070631
-3.510000     0     0.085498     -0.562438     0.000000     -0.047862     -0.036360     0.000000     0.072720
-3.480000     0     0.086185     -0.567032     0.000000     -0.049480     -0.037441     0.000000     0.074883
-3.450000     0     0.086884     -0.571695     0.000000     -0.051163     -0.038560     0.000000     0.077120
-3.420000     0     0.087595     -0.576429     0.000000     -0.052915     -0.039718     0.000000     0.079436
-3.390000     0     0.088318     -0.581234     0.000000     -0.054739     -0.040916     0.000000     0.081832
-3.360000     0     0.089054     -0.586112     0.000000     -0.056638     -0.042156     0.000000     0.084313
-3.330000     0     0.089803     -0.591064     0.000000     -0.058616     -0.043440     0.000000     0.086880
