750
0.0003891865	0.000080974	0.0094032096	0.31053978111437064
0.0004326192	0.0000908028	0.0102631781	0.3171945695753732
0.000479651	0.0001015181	0.0111763293	0.32378432194812556
0.0005304935	0.0001131739	0.0121446686	0.3303801971218644
0.0005853683	0.0001258265	0.0131702745	0.33696141462881596
0.0006445075	0.0001395343	0.0142553049	0.34352668970680633
0.0007081545	0.0001543577	0.0154020023	0.35007482444043114
0.0007765643	0.0001703596	0.0166127	0.35660464160236616
0.0008500049	0.0001876052	0.0178898288	0.3631150064516402
0.0009287572	0.0002061622	0.0192359226	0.3696048688967982
0.0010131166	0.0002261009	0.0206536257	0.37607319062156125
0.0011033934	0.0002474943	0.0221456996	0.3825190049336595
0.0011999138	0.0002704181	0.0237150297	0.388941408560626
0.0013030208	0.0002949511	0.0253646332	0.395339529858942
0.0014130755	0.0003211752	0.0270976666	0.40171256647097875
0.0015304579	0.0003491753	0.0289174337	0.4080597657190636
0.0016555679	0.0003790401	0.0308273943	0.41438042524087565
0.0017888272	0.0004108614	0.0328311724	0.42067391289457856
0.0019306795	0.000444735	0.034932566	0.42693963392639106
0.002081593	0.0004807604	0.0371355558	0.43317707233550873
0.0022420608	0.0005190413	0.0394443162	0.4393857463783225
0.0024126032	0.0005596857	0.041863224	0.4455652732521825
0.0025937687	0.000602806	0.0443968711	0.4517152695477936
0.0027861361	0.0006485193	0.0470500746	0.4578354603055037
0.0029903161	0.0006969477	0.0498278888	0.46392561246999686
0.0032069529	0.0007482184	0.0527356176	0.4699855493766329
0.0034367268	0.0008024641	0.0557788275	0.47601515213152423
0.0036803556	0.0008598232	0.0589633608	0.4820143670524446
0.0039385973	0.00092044	0.0622953496	0.48798319516419986
0.0042122521	0.0009844652	0.0657812306	0.49392169078808545
0.0045021648	0.001052056	0.0694277603	0.4998299711814552
0.0048092279	0.0011233766	0.0732420304	0.5057082139000809
0.0051343833	0.0011985984	0.0772314851	0.5115566371300073
0.0054786263	0.0012779006	0.0814039377	0.5173755280951138
0.0058430074	0.00136147	0.0857675889	0.5231652176145974
0.0062286365	0.0014495023	0.0903310452	0.5289260934700891
0.0066366854	0.0015422017	0.0951033385	0.5346585879949446
0.0070683916	0.0016397818	0.1000939463	0.5403631848442371
0.0075250618	0.0017424657	0.1053128122	0.5460404175271997
0.0080080758	0.001850487	0.1107703683	0.5516908533802541
0.0085188905	0.0019640896	0.1164775573	0.5573151120482008
